Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag
04-11-2024,US South,Compute,499,588,80.62,97.48,1.4,0
09-11-2024,Asia East,Compute,354,417,63.9,98.58,1.18,1
26-07-2024,US West,Storage,237,249,16.41,99.84,1.34,0
11-03-2024,Europe West,Compute,606,687,91.27,98.35,1.41,0
06-03-2025,Asia East,Storage,136,146,7.58,97.88,1.16,1
14-01-2025,Europe West,Compute,319,334,49.15,97.95,1.21,0
27-06-2025,Asia East,Compute,73,76,13.11,97.22,0.85,0
23-09-2024,US North,Storage,352,371,20.67,98,1.25,0
11-10-2024,US West,Compute,279,326,51.09,98.49,0.91,0
24-04-2025,Europe West,Compute,336,357,59.37,98.2,1.2,0
29-11-2024,US West,Compute,342,378,48.1,97.84,1.21,0
13-07-2024,US North,Compute,73,78,14.25,97.56,0.87,1
25-04-2025,US North,Compute,326,386,40.57,99.25,0.93,0
21-04-2025,US South,Compute,136,158,23.74,99.15,1.23,0
10-03-2025,US South,Compute,395,465,71.01,97.6,1.15,0
25-01-2024,US West,Compute,174,213,28.43,98.78,1.42,0
13-07-2024,US North,Storage,732,883,52.55,97.71,1.48,0
28-12-2024,Europe West,Compute,136,149,17.3,97.96,1.18,0
20-02-2024,Asia East,Storage,303,369,23.58,99.94,0.84,0
10-03-2024,US North,Compute,253,273,39.65,99.53,0.81,0
15-04-2025,Asia East,Compute,226,258,43.22,97.69,1.06,0
24-04-2024,India South,Storage,294,314,15.94,99.52,1.29,0
11-02-2025,Europe West,Storage,400,491,37.32,99.6,1.13,1
03-07-2024,India South,Compute,597,728,106.7,99.85,1.21,0
30-05-2025,India South,Compute,145,153,26.55,99.58,0.89,0
12-10-2024,US West,Storage,138,160,13.59,97.8,1.19,0
16-04-2024,US South,Compute,226,239,41.38,98,0.95,0
15-05-2024,Asia East,Compute,91,108,15.43,98.42,1.24,0
29-08-2024,Europe West,Compute,354,405,68.99,98.97,1.44,0
13-09-2024,Asia East,Storage,592,657,52.11,99.2,1.47,0
17-05-2025,Europe West,Compute,112,130,13.97,98.99,0.86,0
25-08-2024,US North,Compute,276,313,52.99,98.92,1.44,0
26-10-2024,US West,Storage,142,155,11.56,98.18,0.91,0
25-01-2024,Europe West,Compute,61,67,10.98,98.08,0.81,0
01-06-2025,US South,Storage,210,244,18.33,99.99,1.49,0
17-05-2025,India South,Storage,276,303,14.55,99.16,0.89,0
14-04-2025,US North,Compute,264,290,34.39,97.59,0.86,0
07-05-2025,US West,Storage,76,82,6.54,98.79,1.35,0
23-03-2025,US North,Compute,157,166,30.37,97.8,1.5,0
26-10-2024,US West,Storage,431,484,26.63,97.05,1.25,0
05-04-2025,Europe West,Storage,278,311,15.8,99.38,1.05,1
10-02-2025,US North,Compute,256,310,39.85,97.2,1.17,1
11-12-2024,US North,Compute,508,605,72.28,98.96,1.39,0
14-01-2025,US East,Compute,80,89,15.78,97.37,0.94,1
10-08-2024,India South,Compute,494,542,98.77,99.29,1.01,0
23-05-2024,US South,Compute,345,382,44.59,99.74,1.28,0
25-03-2024,US East,Storage,261,281,20.9,97.28,1.24,0
19-04-2025,Asia East,Compute,580,687,75.07,98.62,1.2,0
26-02-2025,Europe West,Storage,380,462,35.9,99.75,1.37,0
08-11-2024,Asia East,Compute,117,139,19.33,99.51,0.8,0
20-06-2025,US East,Compute,352,380,45.78,97.25,0.95,0
15-03-2025,US East,Storage,181,203,10.79,98.72,1.26,0
04-02-2024,US West,Compute,346,432,48.17,98.87,0.89,0
29-12-2024,US West,Compute,211,231,41.41,99.42,1.18,0
21-03-2024,India South,Storage,500,602,49.31,97.08,1.22,0
13-02-2025,Asia East,Compute,394,446,56.25,98.12,1.14,0
10-06-2024,US North,Compute,246,284,36.56,98.8,1.08,0
27-07-2024,Asia East,Compute,168,192,30.9,99.05,1.36,0
05-06-2024,India South,Compute,370,400,47.53,98.5,1.07,0
11-02-2025,US South,Storage,75,91,6.05,99.29,1.01,0
27-02-2025,India South,Compute,107,115,14.23,99.03,1.11,0
08-11-2024,Europe West,Compute,473,552,85.24,97.29,1.28,0
22-02-2024,US North,Storage,186,200,10.17,97.85,1.15,0
15-03-2025,India South,Storage,298,342,18.87,98.15,0.96,0
29-04-2024,Europe West,Storage,649,691,48.86,97.25,1.33,0
14-03-2025,US South,Compute,338,418,61.08,99.27,1.21,0
16-11-2024,Europe West,Compute,387,429,71.46,98.31,1.27,0
25-01-2025,US West,Compute,539,621,103.09,97.49,1.27,0
21-09-2024,India South,Storage,309,379,18.38,97.16,1.42,0
15-06-2025,US West,Compute,101,119,13.61,97.29,1.01,0
28-02-2024,Asia East,Storage,466,552,23.81,97.03,1.16,0
16-01-2025,US North,Storage,360,402,20.79,99.8,0.96,0
27-05-2024,US North,Storage,333,367,29.92,99.76,1.06,0
11-02-2024,Asia East,Storage,147,166,10.36,97.82,0.95,1
23-11-2024,Asia East,Storage,459,551,44.28,97.74,1.03,0
26-05-2024,India South,Compute,259,319,49.76,98.92,1.19,0
15-09-2024,US North,Storage,96,115,7.17,98.25,1.19,0
13-08-2024,Asia East,Storage,497,589,27.03,97.66,1.27,0
16-10-2024,US North,Compute,118,127,18.12,99.53,1.26,0
10-12-2024,Asia East,Storage,308,375,17.92,99.02,0.85,0
24-01-2025,US North,Compute,365,392,53.31,98.92,1.46,0
30-08-2024,US North,Compute,305,346,44.15,98.45,1.11,0
06-08-2024,US South,Storage,106,124,5.63,97.85,0.84,1
25-03-2025,US South,Compute,105,117,14.36,97.36,1.47,1
09-07-2024,Asia East,Storage,225,236,17.36,97.74,1,0
27-04-2024,Europe West,Storage,254,298,15.82,99.05,0.87,0
03-01-2024,India South,Compute,439,512,65.85,99.75,1.21,0
27-06-2025,Asia East,Compute,539,581,65.61,99.39,1.47,0
27-02-2025,US North,Compute,619,655,92.34,97.81,1.44,0
23-01-2024,US West,Storage,72,83,4.06,98.37,1.27,0
24-09-2024,US South,Storage,97,102,7.5,99.01,1.41,0
24-07-2024,US South,Storage,308,376,21.55,97.77,1.3,0
20-05-2025,Asia East,Compute,103,114,15.6,98.17,0.88,0
19-02-2025,Europe West,Compute,57,67,9.46,99.22,1.33,1
28-01-2024,US North,Compute,635,759,115.58,99.99,1.41,0
01-01-2024,Asia East,Compute,356,391,46.88,99.07,1.11,0
07-01-2025,US South,Compute,278,309,36.21,98.62,1.42,0
31-05-2024,US West,Compute,236,251,33.49,99.63,0.9,0
08-05-2025,US West,Compute,264,299,43.23,97.49,0.82,0
27-03-2025,US West,Storage,198,237,18.93,98.98,1.24,0
18-08-2024,US North,Compute,467,503,84.21,99.61,1.48,0
22-01-2024,US South,Storage,160,171,15.06,98.83,0.91,1
31-05-2024,US South,Compute,466,523,91.3,99.19,0.96,0
18-01-2024,US West,Storage,318,340,20.5,97.52,1.02,0
17-05-2025,US South,Compute,361,387,69.52,97.21,1.07,1
25-05-2025,US North,Compute,195,218,31.9,97.79,1.33,0
28-03-2025,US North,Compute,465,493,86.03,97.08,1.39,0
02-02-2025,US East,Storage,178,198,14.69,97.78,1.2,0
29-03-2025,India South,Storage,376,442,22.26,97.89,1.02,0
21-10-2024,Europe West,Storage,359,382,28.65,98.58,1.04,0
15-03-2024,US East,Compute,420,497,70.08,98.03,1.34,0
25-01-2025,US West,Compute,239,277,46.6,99.82,0.82,0
08-02-2024,US West,Compute,212,241,27.72,99.31,0.96,0
27-04-2024,Europe West,Compute,117,134,17.37,97,1.24,0
21-04-2025,US West,Compute,153,179,18.86,99.95,1.27,0
15-10-2024,US South,Compute,104,112,14.49,97.23,1.3,0
25-05-2025,Asia East,Compute,294,352,40.34,97.46,1.35,1
07-05-2024,Asia East,Storage,160,178,8.15,98.79,1.13,0
09-05-2025,Asia East,Compute,124,141,22.7,98.8,1.41,0
11-04-2024,US South,Compute,423,496,50.97,99.32,1.44,0
12-03-2024,US West,Storage,298,333,26.69,97.28,0.97,1
16-03-2024,US East,Storage,85,102,7.01,98.37,0.96,0
25-05-2024,US North,Storage,292,319,18.47,97.43,1.13,0
05-04-2024,Asia East,Compute,336,390,45.75,97.57,0.97,0
23-10-2024,US North,Compute,118,136,15.83,98.69,1.1,0
11-01-2025,US West,Storage,348,390,18.79,98.21,1.01,1
30-06-2025,Europe West,Storage,491,585,27.64,99.06,1.45,0
18-05-2024,India South,Storage,265,300,13.74,97.11,0.82,0
24-07-2024,Asia East,Storage,63,68,5.98,97.53,0.89,1
11-09-2024,Europe West,Compute,145,170,26.56,97.69,0.87,0
25-02-2024,India South,Compute,573,672,93.25,99.33,1.43,0
06-01-2025,Asia East,Storage,111,121,8.02,97.38,1.16,0
04-02-2024,Europe West,Storage,161,180,12.03,99.3,1.43,1
08-10-2024,US South,Compute,121,150,14.79,97.56,0.84,1
10-04-2024,US North,Storage,129,141,11.86,97.21,0.85,0
28-02-2024,US East,Compute,36,43,5.33,99,0.88,1
27-11-2024,US South,Storage,224,246,19.32,97.61,0.94,0
15-02-2024,Asia East,Compute,54,60,8.41,98.65,0.82,0
23-07-2024,US West,Compute,368,430,69.64,99.32,1.37,0
31-03-2024,US North,Compute,52,64,9.55,98.37,1.26,1
05-03-2024,US West,Compute,302,370,36.49,99.82,0.91,0
24-06-2024,Europe West,Storage,116,134,7.91,98.53,1.1,0
27-03-2024,US East,Compute,435,477,63.98,99.88,1.47,0
06-12-2024,Asia East,Compute,119,140,15.24,98.61,1.23,0
22-07-2024,US West,Compute,80,92,10.94,97.46,0.8,0
15-09-2024,US South,Storage,223,266,20.71,97.09,1.34,0
06-12-2024,US South,Storage,156,173,14.33,99.25,1.11,0
18-07-2024,Europe West,Storage,420,452,22.05,97.68,1.12,0
31-05-2025,US East,Compute,457,481,56.02,99.88,1.14,0
10-06-2025,India South,Storage,183,228,12.16,99.68,1.19,0
26-12-2024,Asia East,Storage,119,135,7.16,99.52,1.09,0
20-11-2024,India South,Storage,128,156,12.04,98.21,1.38,0
05-07-2024,US West,Storage,658,724,63.51,99.48,1.47,0
22-04-2025,Europe West,Storage,107,124,9.24,97.4,1.45,0
14-06-2025,US West,Compute,118,144,19.75,97.16,0.95,0
12-03-2024,Europe West,Storage,504,570,37.24,98.55,1.3,1
18-07-2024,Asia East,Storage,595,720,51.65,99.52,1.23,0
02-01-2025,US East,Storage,707,806,63.95,98.25,1.49,0
01-02-2024,US North,Compute,410,436,60.55,98.86,0.85,0
21-03-2025,Europe West,Compute,70,86,8.44,99.95,1.13,0
06-01-2025,India South,Compute,336,411,65.17,99.92,0.95,0
07-06-2025,US East,Storage,293,336,15.18,97.04,1.1,0
04-03-2024,India South,Compute,256,293,36.45,98.48,0.88,1
18-06-2024,Europe West,Compute,48,52,6.36,97.33,0.87,1
07-01-2024,US East,Compute,388,454,52.36,97.48,1.01,0
01-11-2024,US East,Compute,162,185,30.38,98.11,1.26,1
19-02-2025,Asia East,Storage,393,428,27.46,98.45,0.82,0
04-06-2024,India South,Compute,335,400,57.36,99.97,1.16,0
22-10-2024,US West,Storage,424,457,32.86,99.35,0.94,0
07-09-2024,US South,Storage,394,467,27.31,99.66,0.87,0
21-01-2024,US South,Storage,244,260,23.05,97.78,1.41,1
16-02-2024,US North,Storage,543,599,40.81,97.68,1.13,0
04-01-2024,US West,Compute,251,283,38.37,97.4,1.09,0
04-11-2024,Asia East,Compute,329,360,53.71,98.44,1.4,0
13-10-2024,US East,Storage,255,271,13.5,98.12,0.98,1
07-07-2024,US North,Storage,609,739,33.92,97.09,1.33,0
13-05-2025,India South,Storage,166,178,10.7,98.97,1.07,0
13-06-2024,Asia East,Compute,412,500,57.65,97.18,1.3,0
29-06-2025,US South,Compute,374,404,74.75,97.24,1.31,0
05-09-2024,US East,Storage,155,177,12.32,98.23,0.97,0
02-01-2025,US West,Compute,437,536,73.29,97.48,1.07,0
02-04-2024,Europe West,Compute,421,473,54.56,99.41,1.14,0
22-05-2024,US North,Storage,552,657,49.77,98.61,1.47,0
11-09-2024,Asia East,Compute,298,357,56.97,97.75,1.17,1
14-04-2025,US South,Storage,280,349,25.17,99.03,1.19,0
15-01-2024,India South,Compute,579,708,103.07,99.17,1.33,0
29-10-2024,US East,Storage,229,266,15.58,98.94,1.32,1
15-04-2024,US East,Compute,161,186,22.28,97.36,1.16,0
31-05-2024,US South,Storage,321,356,31.76,99.41,0.84,0
29-08-2024,Asia East,Compute,175,189,29.99,98.87,1.04,0
04-04-2024,India South,Storage,91,105,4.68,97.94,1.4,0
05-08-2024,US West,Storage,159,183,11.2,97.95,1.23,0
24-05-2024,US South,Storage,274,316,26.13,97.02,1.34,0
15-01-2025,India South,Storage,179,200,13.98,97.64,1.45,0
13-08-2024,US South,Compute,241,261,40.08,98.33,0.8,0
06-05-2024,India South,Compute,670,718,130.58,99.38,1.47,0
28-04-2025,US North,Compute,564,629,103.06,97.31,1.16,0
12-06-2024,India South,Storage,282,309,24.29,99.75,1.05,0
29-07-2024,India South,Storage,379,402,26.58,98.38,1.4,0
14-02-2024,Europe West,Storage,168,206,12.36,98.01,1.38,0
23-01-2024,India South,Storage,313,377,25.47,98.49,1.01,0
05-03-2025,US North,Storage,310,337,26.88,97.68,1.48,0
03-05-2024,US West,Compute,213,244,32.32,98.94,0.84,0
01-10-2024,US West,Compute,520,568,80.4,99.22,1.12,0
25-04-2025,Asia East,Compute,647,781,85.82,98.14,1.42,0
27-03-2024,India South,Storage,199,224,12.14,97.26,1.2,0
06-03-2025,US North,Storage,633,679,35.22,98.83,1.39,0
15-05-2024,US North,Storage,434,532,32.88,99.5,1.15,1
27-09-2024,Asia East,Storage,124,139,10.58,99.12,1.02,1
20-06-2024,US North,Compute,560,657,109.23,97.82,1.26,0
09-01-2025,Europe West,Storage,116,144,9.62,98.63,1.23,0
09-12-2024,US East,Storage,77,92,6.8,97.43,1.31,0
02-11-2024,US North,Storage,346,412,30.24,99.82,1.46,0
02-05-2024,India South,Storage,576,699,48.48,97.97,1.24,0
26-03-2025,India South,Storage,262,309,26.13,98.35,1.14,0
08-02-2024,US North,Storage,137,156,7.03,98.12,1.33,1
04-01-2025,US North,Storage,524,576,51.04,99.74,1.47,0
16-12-2024,Europe West,Storage,73,76,3.73,99.63,1.39,1
30-05-2025,Europe West,Storage,684,732,59.85,99.34,1.44,0
08-11-2024,US West,Compute,598,652,84.41,97.57,1.2,0
24-06-2025,Asia East,Storage,280,349,15.09,99.61,1.43,0
06-05-2025,US West,Storage,325,373,28.49,97.47,0.89,0
16-01-2024,US West,Compute,79,93,11.29,97.43,0.88,0
28-03-2024,US West,Storage,478,549,26.06,97.61,0.99,0
12-09-2024,US South,Compute,339,357,58.12,97.95,0.96,0
18-02-2025,Europe West,Storage,334,414,16.88,98.66,0.87,0
15-03-2024,Europe West,Compute,310,337,51.24,99.43,0.92,0
25-06-2024,Europe West,Storage,277,325,22.4,98.43,0.93,0
22-09-2024,Europe West,Storage,306,367,25.16,97,0.9,0
12-09-2024,US South,Compute,218,259,40.43,98.44,1.28,0
06-01-2024,US North,Storage,277,333,17.03,97.19,0.85,0
09-03-2024,US West,Compute,424,516,52.82,99.92,1.13,0
28-06-2024,Asia East,Storage,308,361,24.02,99.74,1.42,0
02-10-2024,US North,Compute,280,317,37.65,98.66,0.96,0
20-05-2025,US West,Storage,58,65,5.29,99.14,0.83,0
31-03-2024,US East,Storage,417,516,21.15,98.26,1.45,1
23-01-2024,US West,Storage,482,555,43.38,99.39,1.01,0
30-12-2024,US South,Compute,222,252,35.54,97.93,1.25,0
09-06-2025,Europe West,Storage,597,665,33.82,97.84,1.5,0
12-02-2025,Asia East,Storage,135,145,7.55,97.3,1.45,1
21-04-2025,US West,Storage,342,407,24.5,99.24,0.88,0
14-04-2025,US East,Compute,504,625,80.47,97.64,1.3,0
16-01-2024,India South,Compute,182,221,26.72,99.63,1.46,1
09-08-2024,US West,Storage,470,570,30.61,98.29,0.97,0
29-10-2024,US East,Storage,336,412,32.29,98.97,0.98,0
15-02-2024,US South,Compute,251,287,39.26,99.49,1.16,0
12-02-2024,US East,Compute,221,267,26.74,97.57,1.14,0
11-09-2024,Asia East,Compute,488,549,94.9,99.53,1.28,0
05-09-2024,Europe West,Compute,57,61,6.85,99.45,0.86,1
30-05-2025,Asia East,Compute,252,283,36.47,99.21,1.37,0
04-02-2025,US East,Compute,589,734,109.06,99.44,1.43,0
04-05-2024,Europe West,Storage,322,395,26.1,99.93,1.38,0
11-06-2024,Asia East,Compute,383,459,58.2,99.92,0.93,0
07-09-2024,US South,Storage,237,280,16.89,99.07,1.35,0
20-09-2024,India South,Compute,156,193,28.29,97.65,1.09,0
24-01-2025,India South,Storage,389,479,33.32,98.81,1.01,0
27-07-2024,US South,Storage,357,376,18.35,97.23,0.94,1
10-04-2024,Europe West,Storage,170,181,12.72,97.38,1.35,0
30-07-2024,Asia East,Storage,205,234,18.37,97.9,0.97,0
22-03-2024,India South,Compute,264,282,43.91,97.06,1.32,0
20-11-2024,US West,Storage,80,88,4.7,98.56,1.18,0
16-12-2024,US South,Compute,346,429,55.67,97.35,0.89,0
05-05-2024,Asia East,Storage,299,359,22.1,98.34,1.19,1
11-07-2024,US East,Compute,423,485,56.41,99.98,1.38,0
14-03-2025,India South,Compute,217,264,40.42,97.97,1.18,0
17-04-2024,US North,Compute,131,154,19.25,98.68,1.17,0
25-06-2025,India South,Storage,328,358,30.79,97.05,1.31,0
03-05-2025,India South,Storage,643,733,41.98,98.82,1.5,0
03-06-2025,US East,Compute,102,117,20.4,99.64,0.94,0
10-04-2024,Asia East,Storage,140,162,8.31,99.83,1.39,0
17-06-2025,US South,Storage,262,286,26.03,98.21,0.86,0
09-03-2025,India South,Storage,311,353,24.88,99.12,0.85,0
16-08-2024,Asia East,Compute,271,286,40.44,99.31,1.37,0
24-03-2024,US North,Compute,298,345,42.44,98.9,0.91,1
08-02-2024,US East,Storage,272,318,20.37,98.25,0.97,0
17-01-2024,US East,Compute,492,611,97.53,97.8,1.46,0
19-05-2024,US West,Compute,119,134,19.6,98.55,0.8,0
28-02-2025,US West,Compute,446,500,70.27,97.7,1.4,0
24-07-2024,India South,Storage,665,825,55.07,97.44,1.4,0
13-03-2025,Europe West,Compute,349,400,65.77,98.72,1.27,0
01-05-2024,US North,Compute,446,554,75.35,99.46,1.41,0
17-10-2024,Asia East,Compute,265,326,35.73,98.53,1.25,1
01-03-2024,India South,Compute,345,385,45.5,97.72,0.84,0
17-08-2024,US North,Storage,325,403,25.49,98.65,1.07,0
19-06-2024,US East,Storage,686,850,53.76,99.77,1.48,0
23-06-2024,US East,Compute,51,61,7.08,97.68,0.99,0
31-05-2025,US West,Storage,297,356,16.42,98.73,1.33,0
30-04-2025,US South,Compute,185,195,35.73,98.21,1.14,0
04-09-2024,US East,Storage,492,574,35.5,97.87,1.09,0
15-07-2024,Europe West,Storage,482,568,26.95,97.63,1.13,0
07-08-2024,US North,Storage,727,811,49.59,98.84,1.46,0
28-09-2024,Europe West,Compute,224,270,37.63,97.51,0.91,0
16-02-2025,Europe West,Compute,528,559,89.09,97.63,1.11,0
06-10-2024,Europe West,Compute,285,347,47.55,98.01,1.27,0
01-01-2025,US North,Storage,390,417,22.21,97.16,1,0
15-12-2024,US North,Compute,130,151,23.7,99.82,1.09,0
09-10-2024,Asia East,Storage,90,111,7.82,97.92,0.93,1
02-01-2024,Europe West,Storage,176,196,17.04,99.96,1.01,0
04-04-2025,US West,Storage,326,351,17.59,98.47,1.05,0
01-12-2024,US West,Compute,412,485,61.98,98.81,1.02,0
17-05-2025,US West,Storage,572,662,47.65,99.9,1.15,0
09-04-2025,US South,Compute,144,160,17.85,99.49,1.44,0
22-01-2025,US West,Compute,142,162,26.6,98.26,1.01,0
27-01-2024,Asia East,Storage,331,370,23.76,98.08,1.32,0
17-02-2025,Asia East,Compute,394,471,76.87,98.23,1.29,0
25-02-2024,Asia East,Compute,387,418,56.76,99.55,1.01,1
01-06-2024,US North,Compute,513,635,102.08,97.59,1.34,0
29-08-2024,US North,Storage,719,888,67.13,98.43,1.48,0
20-04-2025,Asia East,Compute,449,531,67.13,98.23,1.3,0
09-12-2024,US East,Storage,79,94,6.47,99.92,0.85,0
23-08-2024,US South,Compute,74,78,9.23,98.04,0.88,0
25-03-2025,US North,Storage,436,462,36.18,98.63,1.27,0
05-03-2025,US South,Storage,260,317,14.81,99.51,1.1,0
06-08-2024,US East,Compute,585,717,116.99,99.8,1.4,0
11-09-2024,Asia East,Compute,89,98,17.45,97.95,0.82,0
23-04-2025,US South,Storage,176,208,17.55,97.4,1.4,0
17-01-2024,US South,Compute,633,664,115.01,99.83,1.39,0
04-11-2024,Europe West,Storage,219,245,14.05,98.26,1.5,1
12-05-2024,Asia East,Storage,432,453,39.99,98.78,1.09,0
31-12-2024,US North,Compute,572,684,99.86,98.4,1.15,0
15-02-2025,Asia East,Storage,76,81,4.73,99.76,1.13,0
09-04-2024,US North,Storage,318,393,30.42,98.53,0.93,0
19-01-2024,Asia East,Compute,435,474,85.01,98.49,0.97,0
02-02-2025,Europe West,Compute,125,135,24.18,99.96,0.93,0
25-02-2024,US West,Storage,144,153,8.73,98.49,1.02,0
18-08-2024,India South,Storage,480,565,26.99,97.82,1.05,0
21-02-2025,US South,Compute,431,468,61.75,97.34,1.27,0
07-03-2024,US West,Compute,245,290,32.4,97.02,0.98,0
16-02-2025,Asia East,Storage,156,167,13.46,99.27,1.09,0
08-02-2024,India South,Compute,322,365,39.5,99.23,1.48,0
09-08-2024,US West,Compute,348,399,63.23,99.3,1.31,0
13-03-2025,US North,Storage,548,636,46.05,99.03,1.35,0
30-05-2025,Asia East,Storage,96,116,9.3,97.19,1.34,0
11-10-2024,US East,Storage,397,421,21.66,97.78,1.12,0
20-07-2024,US North,Storage,742,792,37.59,97.7,1.49,0
20-05-2024,US South,Compute,467,574,73.01,99.09,1.1,0
31-01-2025,US East,Storage,82,96,7.24,98.74,1.48,0
25-08-2024,US North,Storage,509,557,39.26,99.33,1.27,0
04-06-2024,India South,Compute,275,305,34.3,97.84,1.01,0
04-08-2024,India South,Storage,396,460,38.67,97.15,1.15,0
16-01-2024,US East,Compute,315,366,39.9,98.37,1.16,0
04-06-2024,Asia East,Compute,499,581,69.74,98.15,1.36,1
07-03-2024,US South,Compute,126,151,16.04,99.21,1.36,1
23-02-2024,US West,Compute,68,74,10.46,97.01,1.26,0
05-04-2024,US West,Compute,233,279,29.31,98.72,1.15,0
04-06-2024,India South,Compute,487,580,63.78,97.26,1.29,0
12-04-2024,Asia East,Compute,242,256,37.12,99.4,1.06,0
18-09-2024,Asia East,Storage,560,697,31.97,97.55,1.39,0
11-12-2024,US South,Storage,242,271,13.21,99.44,1.21,0
30-11-2024,US South,Compute,337,364,44.79,98.47,1.34,0
29-08-2024,Asia East,Compute,404,484,59.14,98.4,1.31,0
16-09-2024,Asia East,Compute,325,360,62.86,99.67,1.41,0
16-12-2024,US West,Storage,156,173,9.1,98.45,1.45,0
20-05-2024,US North,Compute,180,222,32.46,99.62,0.92,1
10-06-2025,US South,Compute,380,417,53.56,97.39,1.17,0
21-12-2024,US North,Storage,457,532,38.88,98.49,0.96,0
16-06-2024,US East,Storage,352,371,22.93,98.58,1.17,0
18-02-2025,US West,Compute,261,306,51.87,98.11,0.99,0
01-10-2024,US West,Compute,411,493,75.2,98.36,1.24,0
30-07-2024,US West,Compute,167,196,30.41,97.23,1.19,0
08-10-2024,Europe West,Storage,82,98,6.32,98.06,1.06,0
30-11-2024,Asia East,Storage,288,357,27.81,97.68,1.13,1
01-02-2024,US North,Compute,290,321,40.49,97.61,1.01,0
12-09-2024,India South,Storage,175,188,8.96,99.05,1.5,0
23-07-2024,US East,Compute,552,673,72.18,99.58,1.25,0
11-01-2024,Asia East,Compute,246,287,37.22,99.32,0.94,0
10-11-2024,US East,Storage,183,206,11.73,97.03,1.47,0
14-03-2024,US South,Storage,61,70,5.7,98.13,1.18,0
07-06-2024,Europe West,Compute,114,139,15.82,97.52,1.15,1
23-06-2025,India South,Storage,268,331,13.65,99.18,1.25,0
07-10-2024,US North,Compute,266,316,46.97,98.31,1.48,0
17-08-2024,US East,Compute,619,663,108.31,98.68,1.28,0
15-04-2024,US South,Storage,345,396,18.46,98.32,0.86,0
03-12-2024,US North,Storage,208,253,18.77,98.07,1.03,0
28-02-2024,Europe West,Compute,326,361,61.37,98.5,0.83,0
27-05-2024,US East,Compute,479,508,77.12,97.85,1.45,0
05-08-2024,US East,Storage,440,495,41.53,97.77,1.32,0
19-05-2024,US East,Compute,320,351,56.91,99.41,1.12,0
26-07-2024,US South,Storage,327,383,22.1,97.62,1.24,0
25-10-2024,US West,Compute,322,361,64,97.86,1.14,1
13-01-2025,US East,Compute,427,502,74.44,98.6,1.22,0
14-04-2025,Asia East,Storage,322,341,20.84,97.58,1.23,0
20-05-2025,US South,Storage,114,134,6.35,98.34,0.99,1
31-01-2024,US East,Compute,586,684,91.59,98.66,1.19,0
20-06-2025,US West,Storage,241,277,14.85,98.84,1.23,1
30-06-2025,Europe West,Compute,371,399,52.69,99.14,0.95,1
08-08-2024,US North,Storage,97,119,6.6,97.44,1.25,0
14-06-2025,US East,Storage,294,328,19.46,99.69,1.27,0
